City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
230,Souris,CA,2022-07-24 10:03:28,49.6172,-100.2612,51.75,95,50,5.14
231,Honiara,SB,2022-07-24 10:04:29,-9.4333,159.95,78.64,87,23,5.32
232,Touros,BR,2022-07-24 10:04:29,-5.1989,-35.4608,75.07,87,79,14.25
233,San Ramon,US,2022-07-24 10:00:06,37.7799,-121.978,60.39,82,75,4.61
234,Gidam,IN,2022-07-24 10:04:30,18.9833,81.4,78.06,88,100,7.52
235,Fengxian,CN,2022-07-24 10:04:30,34.7039,116.5872,86.97,66,3,2.86
236,Kruisfontein,ZA,2022-07-24 10:04:31,-34.0033,24.7314,58.89,60,85,10.42
237,Priargunsk,RU,2022-07-24 10:04:31,50.3691,119.1012,72.75,79,100,6.69
238,Kalevala,RU,2022-07-24 10:04:31,65.2,31.1667,68.13,43,44,7.52
239,Castro,BR,2022-07-24 10:01:05,-24.7911,-50.0119,54.41,75,93,2.48
240,Coolum Beach,AU,2022-07-24 10:04:32,-26.5333,153.1,58.1,93,8,9.66
241,Hanzhong,CN,2022-07-24 10:04:32,33.0728,107.0303,87.13,59,0,1.3
242,Preobrazheniye,RU,2022-07-24 10:04:32,42.9019,133.9064,64.15,89,70,1.03
243,Boralday,KZ,2022-07-24 10:04:33,43.3578,76.8594,96.66,16,75,4.47
244,Urumqi,CN,2022-07-24 10:04:01,43.801,87.6005,88.75,29,40,4.47
245,Marzuq,YE,2022-07-24 10:04:33,14.4,46.4667,91.44,31,11,4.29
246,Obukhiv,UA,2022-07-24 10:04:34,50.11,30.6227,87.6,28,49,7.56
247,Puerto Ayora,EC,2022-07-24 10:04:34,-0.7393,-90.3518,69.55,91,93,5.01
248,Kavaratti,IN,2022-07-24 10:04:35,10.5669,72.642,81.64,75,99,14.83
249,Cheremshan,RU,2022-07-24 10:04:37,54.6667,51.5,80.22,48,100,3.8
250,Taksimo,RU,2022-07-24 10:04:39,56.3444,114.8794,78.37,54,77,2.21
251,Oranjestad,AW,2022-07-24 10:00:14,12.524,-70.027,79.83,82,0,16.82
252,Jasper,US,2022-07-24 10:03:14,37.2001,-94.3502,83.23,61,0,9.22
253,Naze,JP,2022-07-24 10:04:40,28.3667,129.4833,80.98,77,89,3.89
254,Nouakchott,MR,2022-07-24 10:00:13,18.0858,-15.9785,84.13,83,94,10.96
255,Shache,CN,2022-07-24 10:04:41,38.4167,77.2406,107.17,4,14,5.75
256,Georgetown,MY,2022-07-24 10:04:05,5.4112,100.3354,87.73,70,20,3.44
257,Tuatapere,NZ,2022-07-24 10:04:41,-46.1333,167.6833,43.47,91,93,2.62
258,Belmonte,BR,2022-07-24 10:04:41,-15.8631,-38.8828,70.93,78,84,6.69
259,Vila Franca Do Campo,PT,2022-07-24 10:04:42,37.7167,-25.4333,78.19,75,18,3.56
260,Ratnagiri,IN,2022-07-24 10:02:42,16.9833,73.3,79.79,82,100,9.01
261,Mayna,RU,2022-07-24 10:04:42,54.1135,47.6231,77.7,52,54,5.12
262,Khonsa,IN,2022-07-24 10:04:42,27.0167,95.5667,75.34,94,98,1.57
263,Casablanca,MA,2022-07-24 10:04:01,33.5928,-7.6192,91.62,55,44,6.85
264,Show Low,US,2022-07-24 10:04:43,34.2542,-110.0298,64.69,79,40,9.22
265,Rizhao,CN,2022-07-24 10:00:25,35.4275,119.4553,80.01,79,0,5.95
266,Pangnirtung,CA,2022-07-24 10:04:43,66.1451,-65.7125,50.31,70,81,1.86
267,Makat,KZ,2022-07-24 10:04:44,47.6469,53.3463,85.91,30,94,18.16
268,Aktau,KZ,2022-07-24 10:04:44,43.65,51.2,79.38,52,57,12.24
269,Makasar,ID,2022-07-24 10:04:45,-5.14,119.4221,86.05,62,20,5.75
270,Carballo,ES,2022-07-24 10:04:45,43.213,-8.691,73.0,57,42,4.83
271,Sao Miguel Do Araguaia,BR,2022-07-24 10:04:46,-13.275,-50.1628,68.59,49,3,6.8
272,Port Lincoln,AU,2022-07-24 10:03:34,-34.7333,135.8667,56.77,90,100,20.98
273,Vardo,NO,2022-07-24 10:04:46,70.3705,31.1107,51.78,82,100,18.41
274,Suntar,RU,2022-07-24 10:04:46,62.1444,117.6319,86.97,54,80,9.69
275,Mayo,US,2022-07-24 10:04:47,38.8876,-76.5119,76.17,82,0,0.0
276,Mandalgovi,MN,2022-07-24 10:04:47,45.7625,106.2708,77.36,23,25,13.89
277,Escarcega,MX,2022-07-24 10:01:56,18.6089,-90.7454,69.94,98,95,2.8
278,Saint-Philippe,RE,2022-07-24 10:05:47,-21.3585,55.7679,76.21,81,52,11.5
279,Port Hedland,AU,2022-07-24 10:05:48,-20.3167,118.5667,73.45,46,0,10.36
280,Katsuura,JP,2022-07-24 10:05:49,35.1333,140.3,78.3,86,99,14.99
281,Mago,RU,2022-07-24 10:05:50,53.2514,140.1822,74.34,64,6,1.14
282,Nome,US,2022-07-24 10:05:39,64.5011,-165.4064,48.27,87,100,0.0
283,Arman,RU,2022-07-24 10:05:50,59.7,150.1667,52.39,94,100,4.68
284,Paciran,ID,2022-07-24 10:05:50,-6.8767,112.3761,81.63,70,80,6.76
285,Dunedin,NZ,2022-07-24 10:01:44,-45.8742,170.5036,44.8,78,3,5.01
286,Kantang,TH,2022-07-24 10:05:51,7.4054,99.5156,84.27,71,88,3.96
287,Pandan,PH,2022-07-24 10:05:51,14.0453,124.1694,82.76,83,94,5.59
288,Dubbo,AU,2022-07-24 10:05:51,-32.25,148.6167,50.13,81,0,6.91
289,Tabou,CI,2022-07-24 10:05:54,4.423,-7.3528,75.76,79,100,7.25
290,Seybaplaya,MX,2022-07-24 10:05:54,19.65,-90.6667,74.26,84,90,6.82
291,Ilhabela,BR,2022-07-24 10:05:55,-23.7781,-45.3581,67.1,66,30,2.51
292,Los Llanos De Aridane,ES,2022-07-24 10:05:56,28.6585,-17.9182,69.55,88,14,11.5
293,Perry,US,2022-07-24 10:04:10,37.2506,-83.1999,72.32,89,6,3.22
294,Kupang,ID,2022-07-24 10:01:09,-10.1667,123.5833,74.86,60,53,13.06
295,Ginda,IN,2022-07-24 10:05:58,30.6945,78.4932,75.92,75,74,4.23
296,Talnakh,RU,2022-07-24 10:05:59,69.4865,88.3972,68.86,61,100,11.5
297,Peterhead,GB,2022-07-24 10:06:00,57.5058,-1.7981,72.45,75,27,18.81
298,Puerto Madryn,AR,2022-07-24 10:06:00,-42.7692,-65.0385,43.97,91,100,14.16
299,San Joaquin,US,2022-07-24 10:06:01,37.9333,-121.3011,68.18,65,0,3.44
300,Zyryanka,RU,2022-07-24 10:06:02,65.75,150.85,68.11,43,3,6.17
301,Kaitangata,NZ,2022-07-24 10:06:02,-46.2817,169.8464,36.01,89,0,2.46
302,Bubaque,GW,2022-07-24 10:06:02,11.2833,-15.8333,79.5,76,100,2.21
303,Omboue,GA,2022-07-24 10:06:03,-1.5746,9.2618,79.16,61,17,5.99
304,Sawakin,SD,2022-07-24 10:06:03,19.1059,37.3321,100.6,37,75,8.93
305,Manokwari,ID,2022-07-24 10:06:03,-0.8667,134.0833,80.13,83,99,7.25
306,Amga,RU,2022-07-24 10:06:04,60.8953,131.9608,76.37,61,0,3.4
307,Ketchikan,US,2022-07-24 10:06:05,55.3422,-131.6461,55.87,100,100,8.05
308,Sao Joao De Pirabas,BR,2022-07-24 10:06:06,-0.7747,-47.1772,76.21,90,51,4.0
309,Myingyan,MM,2022-07-24 10:06:07,21.4667,95.3833,92.05,48,100,5.3
310,Ambon,ID,2022-07-24 10:06:08,-3.6954,128.1814,80.74,74,40,1.14
311,Bethel,US,2022-07-24 10:06:09,41.3712,-73.414,73.6,89,0,0.0
312,Dongsheng,CN,2022-07-24 10:06:10,39.8161,109.9776,69.64,52,31,37.6
313,Broome,US,2022-07-24 10:06:12,42.2506,-75.833,67.05,94,0,5.75
314,Manjacaze,MZ,2022-07-24 10:06:12,-24.7117,33.8828,78.53,41,4,8.41
315,Chimbote,PE,2022-07-24 10:04:43,-9.0853,-78.5783,60.28,94,26,7.23
316,Nelson Bay,AU,2022-07-24 10:06:12,-32.7167,152.15,57.99,97,0,3.0
317,Sijunjung,ID,2022-07-24 10:06:13,-0.6876,100.9537,82.24,80,92,1.48
318,Cabo San Lucas,MX,2022-07-24 10:05:52,22.8909,-109.9124,78.06,80,89,5.46
319,Davila,PH,2022-07-24 10:06:13,18.4726,120.5763,85.71,73,54,8.95
320,Phuket,TH,2022-07-24 10:05:45,8.0,98.25,86.22,70,20,8.05
321,Arkansas City,US,2022-07-24 10:05:03,37.062,-97.0384,82.62,54,0,9.22
322,La Baneza,ES,2022-07-24 10:07:14,42.3003,-5.8977,86.68,25,0,8.43
323,Nuevo Progreso,MX,2022-07-24 10:07:14,23.1667,-97.95,75.54,74,38,4.97
324,Husavik,IS,2022-07-24 10:07:15,66.0449,-17.3389,49.23,84,97,4.45
325,Ahipara,NZ,2022-07-24 10:07:16,-35.1667,173.1667,57.18,92,100,24.76
326,Gorontalo,ID,2022-07-24 10:07:16,0.5412,123.0595,78.39,84,19,6.96
327,Olafsvik,IS,2022-07-24 10:07:16,64.8945,-23.7142,52.61,79,100,3.91
328,Nouadhibou,MR,2022-07-24 10:07:17,20.931,-17.0347,69.57,95,84,10.65
329,Kudahuvadhoo,MV,2022-07-24 10:07:17,2.6708,72.8944,82.78,73,82,11.12
330,Tuckahoe,US,2022-07-24 10:07:17,37.5901,-77.5564,76.06,89,0,0.0
331,Tilhar,IN,2022-07-24 10:07:18,27.9833,79.7333,96.24,44,100,12.93
332,Constitucion,CL,2022-07-24 10:07:19,-35.3333,-72.4167,52.39,93,100,5.88
333,Aquiraz,BR,2022-07-24 10:07:20,-3.9014,-38.3911,77.18,81,30,10.96
334,Bilma,NE,2022-07-24 10:07:20,18.6853,12.9164,103.26,13,14,10.83
335,Neuquen,AR,2022-07-24 10:07:22,-38.9516,-68.0591,50.4,63,100,10.29
336,Atbasar,KZ,2022-07-24 10:07:23,51.8,68.3333,79.38,34,8,12.1
337,Iqaluit,CA,2022-07-24 10:07:24,63.7506,-68.5145,45.7,93,99,0.29
338,Colon,PA,2022-07-24 10:07:25,9.3592,-79.9014,76.35,91,90,4.27
339,Bereda,ES,2022-07-24 10:07:26,43.2686,-7.5406,80.62,35,3,3.98
340,Terrace,CA,2022-07-24 10:07:27,54.5163,-128.6035,57.11,94,100,2.04
341,Umea,SE,2022-07-24 10:07:27,63.8284,20.2597,67.93,56,40,6.91
342,Mehamn,NO,2022-07-24 10:07:27,71.0357,27.8492,51.75,76,100,16.11
343,Kenmare,IE,2022-07-24 10:02:58,51.8833,-9.5833,62.83,97,100,11.25
344,Nanortalik,GL,2022-07-24 10:07:28,60.1432,-45.2371,45.19,84,100,5.55
345,Pacific Grove,US,2022-07-24 10:07:29,36.6177,-121.9166,54.25,93,79,3.0
346,Jacareacanga,BR,2022-07-24 10:07:30,-6.2222,-57.7528,66.09,65,22,0.47
347,Bathsheba,BB,2022-07-24 10:07:31,13.2167,-59.5167,81.21,87,40,13.8
348,Illapel,CL,2022-07-24 10:02:53,-31.6308,-71.1653,53.1,87,90,2.3
349,Zabaykalsk,RU,2022-07-24 10:07:34,49.6333,117.3167,71.71,67,100,8.55
350,Fort Nelson,CA,2022-07-24 10:07:34,58.8053,-122.7002,50.04,74,55,3.69
351,Muisne,EC,2022-07-24 10:07:35,0.6,-80.0333,73.24,90,100,7.49
352,Kamarion,GR,2022-07-24 10:07:35,36.8,25.8167,73.04,69,0,25.81
353,Berbera,SO,2022-07-24 10:06:15,10.4396,45.0143,97.83,37,18,16.69
354,Kavieng,PG,2022-07-24 10:07:36,-2.5744,150.7967,82.9,75,14,9.08
355,Norman Wells,CA,2022-07-24 10:07:36,65.282,-126.8329,53.58,72,100,5.41
356,Alice Springs,AU,2022-07-24 10:06:44,-23.7,133.8833,69.35,32,0,8.05
357,Araouane,ML,2022-07-24 10:07:37,18.9048,-3.5265,95.77,34,34,22.59
358,Ous,RU,2022-07-24 10:07:37,60.9058,61.5186,77.99,39,57,9.1
359,Jardim,BR,2022-07-24 10:07:37,-21.4803,-56.1381,66.2,54,85,3.02
360,Avera,US,2022-07-24 10:07:37,33.194,-82.5271,73.45,82,0,5.26
361,Suhut,TR,2022-07-24 10:07:38,38.5311,30.5458,78.66,21,0,13.94
362,Vitim,RU,2022-07-24 10:07:39,59.4511,112.5578,80.56,62,70,5.17
363,Vao,NC,2022-07-24 10:07:42,-22.6667,167.4833,72.73,80,100,9.42
364,Tynset,NO,2022-07-24 10:07:42,62.2759,10.7824,64.02,62,99,8.81
365,Kamina,CD,2022-07-24 10:07:46,-8.7386,24.9906,85.77,20,54,7.11
366,Bathurst,AU,2022-07-24 10:07:47,-33.4166,149.5806,46.83,84,2,2.84
367,Boda,CF,2022-07-24 10:07:48,4.3189,17.4695,81.73,70,50,1.39
368,North Bend,US,2022-07-24 10:07:49,43.4065,-124.2243,55.92,99,0,9.22
369,Ordynskoye,RU,2022-07-24 10:08:50,54.3656,81.8994,63.95,73,97,8.19
370,Daru,PG,2022-07-24 10:08:50,-9.0763,143.2092,76.64,88,91,15.46
371,Srandakan,ID,2022-07-24 10:08:50,-7.9386,110.2506,77.16,70,45,13.18
372,Sar-E Pul,AF,2022-07-24 10:08:51,35.8333,66.1667,90.21,18,0,11.54
373,Pombia,IT,2022-07-24 10:08:51,45.653,8.6336,89.35,59,75,4.61
374,Yukamenskoye,RU,2022-07-24 10:08:51,57.8865,52.2416,80.02,56,29,7.18
375,Dwarka,IN,2022-07-24 10:08:52,22.2394,68.9678,81.21,84,100,22.26
376,Mazamari,PE,2022-07-24 10:08:52,-11.3258,-74.5308,68.9,96,88,1.28
377,Tukrah,LY,2022-07-24 10:08:52,32.5341,20.5791,85.93,56,0,12.95
378,Kafanchan,NG,2022-07-24 10:08:53,9.5833,8.3,77.14,71,81,4.45
379,Jeremie,HT,2022-07-24 10:08:53,18.65,-74.1167,80.31,76,96,6.55
380,Dingle,PH,2022-07-24 10:08:53,10.9995,122.6711,80.31,86,100,1.48
381,Nabire,ID,2022-07-24 10:08:53,-3.3667,135.4833,78.96,84,55,0.96
382,Alyangula,AU,2022-07-24 10:08:54,-13.8483,136.4192,69.42,82,25,6.98
383,Japura,ID,2022-07-24 10:08:54,-0.3167,102.35,84.51,77,85,1.14
384,Sao Filipe,CV,2022-07-24 10:08:54,14.8961,-24.4956,77.56,84,95,3.51
385,Dinanagar,IN,2022-07-24 10:08:56,32.15,75.4667,95.72,47,49,2.15
386,Maumere,ID,2022-07-24 10:08:58,-8.6199,122.2111,75.4,72,31,8.48
387,Byron Bay,AU,2022-07-24 10:08:59,-28.65,153.6167,57.94,78,58,10.69
388,Henties Bay,NA,2022-07-24 10:09:00,-22.116,14.2845,61.36,71,2,5.68
389,Itum-Kale,RU,2022-07-24 10:09:00,42.7356,45.5758,69.26,59,87,4.81
390,Vrangel,RU,2022-07-24 10:09:00,42.7297,133.0839,64.51,87,94,6.26
391,Port-Gentil,GA,2022-07-24 10:09:01,-0.7193,8.7815,78.76,69,40,9.22
392,Sitka,US,2022-07-24 10:09:01,57.0531,-135.33,55.29,88,100,4.61
393,Igarka,RU,2022-07-24 10:09:01,67.4667,86.5833,58.82,97,100,11.59
394,Manicore,BR,2022-07-24 10:09:02,-5.8092,-61.3003,68.68,62,25,1.86
395,Rio Gallegos,AR,2022-07-24 10:09:02,-51.6226,-69.2181,24.85,93,0,11.5
396,Tarija,BO,2022-07-24 10:09:03,-21.5355,-64.7296,52.63,50,0,2.53
397,Sidney,AU,2022-07-24 10:08:36,-33.8679,151.2073,58.3,87,0,0.0
398,San Cristobal,VE,2022-07-24 10:09:04,7.7669,-72.225,66.38,83,5,1.5
399,Jiujiang,CN,2022-07-24 10:09:04,29.7333,115.9833,86.97,77,98,4.07
400,Saint-Pierre,RE,2022-07-24 10:09:05,-21.3393,55.4781,76.28,63,75,20.71
401,Nijar,ES,2022-07-24 10:09:05,36.9665,-2.206,79.65,83,20,6.91
402,Walvis Bay,NA,2022-07-24 10:09:05,-22.9575,14.5053,55.09,64,0,5.82
403,Kharp,RU,2022-07-24 10:09:06,66.8014,65.8081,57.07,69,76,11.05
404,Yerofey Pavlovich,RU,2022-07-24 10:09:06,53.9667,121.9667,75.54,62,81,2.04
405,Port Macquarie,AU,2022-07-24 10:09:07,-31.4333,152.9167,53.89,79,11,5.93
406,Urucara,BR,2022-07-24 10:09:08,-2.5364,-57.76,71.01,83,59,2.28
407,Paracuru,BR,2022-07-24 10:09:08,-3.41,-39.0306,77.11,76,26,10.6
408,Road Town,VG,2022-07-24 10:07:56,18.4167,-64.6167,78.89,74,8,22.86
409,Gimli,CA,2022-07-24 10:09:10,50.6336,-96.9907,55.78,80,86,11.32
410,Sept-Iles,CA,2022-07-24 10:06:18,50.2001,-66.3821,58.05,97,90,4.23
411,Fukue,JP,2022-07-24 10:09:11,32.6881,128.8419,80.64,89,29,2.66
412,Axim,GH,2022-07-24 10:09:11,4.8699,-2.2405,79.38,68,57,6.78
413,Anadyr,RU,2022-07-24 10:09:11,64.75,177.4833,48.49,66,99,11.92
414,Mpika,ZM,2022-07-24 10:09:11,-11.8343,31.4529,74.77,34,33,7.11
415,Asyut,EG,2022-07-24 10:10:12,27.181,31.1837,98.83,13,60,18.5
416,Adrar,MR,2022-07-24 10:10:12,20.5022,-10.0711,94.87,33,33,12.91
417,Gagra,GE,2022-07-24 10:10:12,43.3283,40.2239,74.32,72,46,4.34
418,Lixourion,GR,2022-07-24 10:10:13,38.2019,20.4314,87.8,70,0,4.61
419,Tosya,TR,2022-07-24 10:10:13,41.0155,34.0401,72.41,32,0,7.38
420,Ilulissat,GL,2022-07-24 10:10:13,69.2167,-51.1,41.02,100,100,3.44
421,Inderka,RU,2022-07-24 10:10:14,53.2485,46.2582,80.1,45,44,8.63
422,Inuvik,CA,2022-07-24 10:10:14,68.3499,-133.7218,40.95,95,100,5.95
423,Cabra,ES,2022-07-24 10:10:00,37.4725,-4.4421,101.66,12,0,3.71
424,Durban,ZA,2022-07-24 10:10:14,-29.8579,31.0292,65.93,61,85,19.86
425,Sao Jose Da Coroa Grande,BR,2022-07-24 10:10:15,-8.8978,-35.1478,75.22,74,39,12.84
426,Santa Maria,BR,2022-07-24 10:10:17,-29.6842,-53.8069,64.9,90,100,5.1
427,Faya,SA,2022-07-24 10:10:19,18.3851,42.4509,81.12,34,96,5.93
428,Oda,JP,2022-07-24 10:10:21,35.1833,132.5,79.45,86,80,2.86
429,Teguise,ES,2022-07-24 10:10:21,29.0605,-13.564,79.02,57,0,9.22
430,Puerto Ayacucho,VE,2022-07-24 10:10:22,5.6639,-67.6236,72.18,98,100,4.09
431,Whitehorse,CA,2022-07-24 10:10:22,60.7161,-135.0538,51.31,62,100,8.01
432,Guerrero Negro,MX,2022-07-24 10:07:36,27.9769,-114.0611,66.43,82,100,8.12
433,Zomin,UZ,2022-07-24 10:10:22,39.9606,68.3958,108.75,9,5,6.96
434,Mundgod,IN,2022-07-24 10:10:23,14.9667,75.0333,75.87,77,100,12.3
435,Peniche,PT,2022-07-24 10:10:23,39.3558,-9.3811,75.29,75,28,13.11
436,Misasi,TZ,2022-07-24 10:10:23,-3.0,33.0833,83.62,30,56,9.04
437,Elizabeth City,US,2022-07-24 10:10:24,36.2946,-76.2511,77.05,96,0,5.75
438,Honningsvag,NO,2022-07-24 10:10:24,70.9821,25.9704,51.55,71,100,20.71
439,Kahului,US,2022-07-24 10:10:24,20.8947,-156.47,76.84,68,0,13.8
440,Huilong,CN,2022-07-24 10:10:25,31.8111,121.655,80.11,81,28,8.5
441,Qaqortoq,GL,2022-07-24 10:10:26,60.7167,-46.0333,44.49,86,77,3.42
442,Laguna,US,2022-07-24 10:10:28,38.421,-121.4238,71.46,63,0,4.61
443,Dire,ML,2022-07-24 10:10:29,12.2833,-10.9667,77.14,88,98,3.2
444,Port Blair,IN,2022-07-24 10:10:30,11.6667,92.75,83.79,72,90,2.59
445,Tezu,IN,2022-07-24 10:10:31,27.9167,96.1667,86.27,76,75,3.15
446,Acajutla,SV,2022-07-24 10:10:31,13.5928,-89.8275,76.91,83,92,5.53
447,Wucheng,CN,2022-07-24 10:10:31,29.6008,118.175,87.48,75,84,2.39
448,Ambilobe,MG,2022-07-24 10:10:31,-13.2,49.05,89.11,33,16,5.26
449,Robertsport,LR,2022-07-24 10:10:32,6.7533,-11.3686,74.23,92,100,9.69
450,Klaksvik,FO,2022-07-24 10:10:32,62.2266,-6.589,54.52,92,100,26.31
451,Thaton,MM,2022-07-24 10:10:32,16.9206,97.3714,85.57,70,45,7.05
452,Jhang,PK,2022-07-24 10:10:33,33.6748,72.6963,90.57,54,95,7.63
453,Upata,VE,2022-07-24 10:10:34,8.0086,-62.3989,69.21,97,93,3.76
454,Mayfield,US,2022-07-24 10:10:35,36.7417,-88.6367,77.83,89,0,4.61
455,Gat,IL,2022-07-24 10:10:35,31.61,34.7642,93.4,28,0,14.32
456,Kattivakkam,IN,2022-07-24 10:10:35,13.2167,80.3167,91.49,68,100,3.62
457,Chimore,BO,2022-07-24 10:10:35,-16.9833,-65.1333,69.21,78,22,0.18
458,Baripada,IN,2022-07-24 10:10:36,21.935,86.7214,85.1,77,100,10.85
459,Clarence Town,AU,2022-07-24 10:10:36,-32.5833,151.7833,57.85,95,30,1.72
